model_idx,observed_node_ids,batch_size,T,ymin,ymax,"simu_time_jz (b=50, T=2500)",valid_trajectories_ratio,stable_trajectories_ratio,periodic_trajectories_ratio,reached_space_extent,n_covered_bins
52,"(2, 5)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[ 993.4241 8224.128 ],48
52,"(2, 6)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[ 993.4241 8816.012 ],45
52,"(2, 7)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[993.4241     8.639321],20
52,"(2, 8)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[9.9342407e+02 7.3875306e-08],20
52,"(2, 9)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[9.9342407e+02 2.3951517e-07],20
52,"(2, 10)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[993.4241 490.9971],48
52,"(3, 4)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[1.0120951e+03 9.7394884e-01],46
52,"(3, 5)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[1012.0951 8224.128 ],47
52,"(3, 6)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[1012.0951 8816.012 ],45
52,"(3, 7)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[1012.0951      8.639321],19
52,"(3, 8)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[1.0120951e+03 7.3875306e-08],20
52,"(3, 9)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[1.0120951e+03 2.3951517e-07],20
52,"(3, 10)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[1012.0951  490.9971],48
52,"(4, 5)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[9.7394884e-01 8.2241279e+03],48
52,"(4, 6)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[9.7394884e-01 8.8160117e+03],46
52,"(4, 7)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[0.97394884 8.639321  ],19
52,"(4, 8)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[9.7394884e-01 7.3875306e-08],21
52,"(4, 9)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[9.7394884e-01 2.3951517e-07],21
52,"(4, 10)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[  0.97394884 490.9971    ],46
52,"(5, 6)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[8224.128 8816.012],45
52,"(5, 7)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[8224.128       8.639321],20
52,"(5, 8)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[8.2241279e+03 7.3875306e-08],21
52,"(5, 9)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[8.2241279e+03 2.3951517e-07],21
52,"(5, 10)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[8224.128   490.9971],48
52,"(6, 7)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[8.816012e+03 8.639321e+00],19
52,"(6, 8)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[8.8160117e+03 7.3875306e-08],20
52,"(6, 9)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[8.8160117e+03 2.3951517e-07],20
52,"(6, 10)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[8816.012   490.9971],47
52,"(7, 8)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[8.6393213e+00 7.3875306e-08],4
52,"(7, 9)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[8.6393213e+00 2.3951517e-07],4
52,"(7, 10)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[  8.639321 490.9971  ],21
52,"(8, 9)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[7.3875306e-08 2.3951517e-07],4
52,"(8, 10)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[7.3875306e-08 4.9099710e+02],21
52,"(9, 10)",50,2500,"[3.609180203056894e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009104412980377674, 0.0, 0.0, 0.0]","[3200.0, 941.134033203125, 541.4635009765625, 541.4635009765625, 1628.355224609375, 4429.29931640625, 4576.90771484375, 300.0, 24.786277770996094, 28.16033935546875, 296.32666015625]",4.012758255004883,1.0,1.0,0.0,[2.3951517e-07 4.9099710e+02],21
53,"(0, 1)",50,2500,"[7.280201680259779e-05, 0.012347267009317875, 0.0, 0.0, 0.0, 0.0]","[0.06800000369548798, 5.0, 0.00036735570756718516, 0.004061230458319187, 0.008197071962058544, 0.0021604595240205526]",2.947807550430298,0.32,0.5,0.0,[0.04500308 2.2111626 ],16
53,"(0, 2)",50,2500,"[7.280201680259779e-05, 0.012347267009317875, 0.0, 0.0, 0.0, 0.0]","[0.06800000369548798, 5.0, 0.00036735570756718516, 0.004061230458319187, 0.008197071962058544, 0.0021604595240205526]",2.947807550430298,0.32,0.3125,0.0,[0.04500308 0.00081577],15
53,"(0, 3)",50,2500,"[7.280201680259779e-05, 0.012347267009317875, 0.0, 0.0, 0.0, 0.0]","[0.06800000369548798, 5.0, 0.00036735570756718516, 0.004061230458319187, 0.008197071962058544, 0.0021604595240205526]",2.947807550430298,0.32,0.625,0.0,[0.04500308 0.02537616],15
53,"(0, 4)",50,2500,"[7.280201680259779e-05, 0.012347267009317875, 0.0, 0.0, 0.0, 0.0]","[0.06800000369548798, 5.0, 0.00036735570756718516, 0.004061230458319187, 0.008197071962058544, 0.0021604595240205526]",2.947807550430298,0.32,0.71875,0.0,[0.04500308 0.00073204],14
53,"(0, 5)",50,2500,"[7.280201680259779e-05, 0.012347267009317875, 0.0, 0.0, 0.0, 0.0]","[0.06800000369548798, 5.0, 0.00036735570756718516, 0.004061230458319187, 0.008197071962058544, 0.0021604595240205526]",2.947807550430298,0.32,0.3125,0.0,[0.04500308 0.00584351],16
53,"(1, 2)",50,2500,"[7.280201680259779e-05, 0.012347267009317875, 0.0, 0.0, 0.0, 0.0]","[0.06800000369548798, 5.0, 0.00036735570756718516, 0.004061230458319187, 0.008197071962058544, 0.0021604595240205526]",2.947807550430298,0.32,0.25,0.0,[2.2111626e+00 8.1576605e-04],16
53,"(1, 3)",50,2500,"[7.280201680259779e-05, 0.012347267009317875, 0.0, 0.0, 0.0, 0.0]","[0.06800000369548798, 5.0, 0.00036735570756718516, 0.004061230458319187, 0.008197071962058544, 0.0021604595240205526]",2.947807550430298,0.32,0.5625,0.0,[2.2111626  0.02537616],16
53,"(1, 4)",50,2500,"[7.280201680259779e-05, 0.012347267009317875, 0.0, 0.0, 0.0, 0.0]","[0.06800000369548798, 5.0, 0.00036735570756718516, 0.004061230458319187, 0.008197071962058544, 0.0021604595240205526]",2.947807550430298,0.32,0.65625,0.0,[2.2111626e+00 7.3204411e-04],15
53,"(1, 5)",50,2500,"[7.280201680259779e-05, 0.012347267009317875, 0.0, 0.0, 0.0, 0.0]","[0.06800000369548798, 5.0, 0.00036735570756718516, 0.004061230458319187, 0.008197071962058544, 0.0021604595240205526]",2.947807550430298,0.32,0.25,0.0,[2.2111626  0.00584351],15
53,"(2, 3)",50,2500,"[7.280201680259779e-05, 0.012347267009317875, 0.0, 0.0, 0.0, 0.0]","[0.06800000369548798, 5.0, 0.00036735570756718516, 0.004061230458319187, 0.008197071962058544, 0.0021604595240205526]",2.947807550430298,0.32,0.375,0.0,[0.00081577 0.02537616],11
53,"(2, 4)",50,2500,"[7.280201680259779e-05, 0.012347267009317875, 0.0, 0.0, 0.0, 0.0]","[0.06800000369548798, 5.0, 0.00036735570756718516, 0.004061230458319187, 0.008197071962058544, 0.0021604595240205526]",2.947807550430298,0.32,0.46875,0.0,[0.00081577 0.00073204],15
53,"(2, 5)",50,2500,"[7.280201680259779e-05, 0.012347267009317875, 0.0, 0.0, 0.0, 0.0]","[0.06800000369548798, 5.0, 0.00036735570756718516, 0.004061230458319187, 0.008197071962058544, 0.0021604595240205526]",2.947807550430298,0.32,0.0625,0.0,[0.00081577 0.00584351],15
53,"(3, 4)",50,2500,"[7.280201680259779e-05, 0.012347267009317875, 0.0, 0.0, 0.0, 0.0]","[0.06800000369548798, 5.0, 0.00036735570756718516, 0.004061230458319187, 0.008197071962058544, 0.0021604595240205526]",2.947807550430298,0.32,0.78125,0.0,[0.02537616 0.00073204],15
53,"(3, 5)",50,2500,"[7.280201680259779e-05, 0.012347267009317875, 0.0, 0.0, 0.0, 0.0]","[0.06800000369548798, 5.0, 0.00036735570756718516, 0.004061230458319187, 0.008197071962058544, 0.0021604595240205526]",2.947807550430298,0.32,0.375,0.0,[0.02537616 0.00584351],15
53,"(4, 5)",50,2500,"[7.280201680259779e-05, 0.012347267009317875, 0.0, 0.0, 0.0, 0.0]","[0.06800000369548798, 5.0, 0.00036735570756718516, 0.004061230458319187, 0.008197071962058544, 0.0021604595240205526]",2.947807550430298,0.32,0.46875,0.0,[0.00073204 0.00584351],16
54,"(0, 1)",50,2500,"[0.5, 0.10000534355640411, 0.05550000071525574]","[440.2353515625, 83.44185638427734, 44.2951545715332]",2.1426033973693848,0.0,0.0,0.0,[0.00073204 0.00584351],0
54,"(0, 2)",50,2500,"[0.5, 0.10000534355640411, 0.05550000071525574]","[440.2353515625, 83.44185638427734, 44.2951545715332]",2.1426033973693848,0.0,0.0,0.0,[0.00073204 0.00584351],0
54,"(1, 2)",50,2500,"[0.5, 0.10000534355640411, 0.05550000071525574]","[440.2353515625, 83.44185638427734, 44.2951545715332]",2.1426033973693848,0.0,0.0,0.0,[0.00073204 0.00584351],0
57,"(0, 1)",50,2500,"[4.530623755272245e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.0, 0.09130685031414032, 0.350303590297699, 0.00042909683543257415, 14.75039291381836, 13.5252046585083]",21.653088092803955,1.0,1.0,0.0,[0.00330721 0.00219478],17
57,"(0, 2)",50,2500,"[4.530623755272245e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.0, 0.09130685031414032, 0.350303590297699, 0.00042909683543257415, 14.75039291381836, 13.5252046585083]",21.653088092803955,1.0,1.0,0.0,[0.00330721 0.00120364],16
57,"(0, 3)",50,2500,"[4.530623755272245e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.0, 0.09130685031414032, 0.350303590297699, 0.00042909683543257415, 14.75039291381836, 13.5252046585083]",21.653088092803955,1.0,1.0,0.0,[3.307206e-03 6.849369e-06],16
57,"(0, 4)",50,2500,"[4.530623755272245e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.0, 0.09130685031414032, 0.350303590297699, 0.00042909683543257415, 14.75039291381836, 13.5252046585083]",21.653088092803955,1.0,1.0,0.0,[3.3072061e-03 1.1802085e+01],16
57,"(0, 5)",50,2500,"[4.530623755272245e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.0, 0.09130685031414032, 0.350303590297699, 0.00042909683543257415, 14.75039291381836, 13.5252046585083]",21.653088092803955,1.0,1.0,0.0,[3.3072061e-03 2.4668182e+01],16
57,"(1, 2)",50,2500,"[4.530623755272245e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.0, 0.09130685031414032, 0.350303590297699, 0.00042909683543257415, 14.75039291381836, 13.5252046585083]",21.653088092803955,1.0,1.0,0.0,[0.00219478 0.00120364],17
57,"(1, 3)",50,2500,"[4.530623755272245e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.0, 0.09130685031414032, 0.350303590297699, 0.00042909683543257415, 14.75039291381836, 13.5252046585083]",21.653088092803955,1.0,1.0,0.0,[2.1947818e-03 6.8493691e-06],17
57,"(1, 4)",50,2500,"[4.530623755272245e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.0, 0.09130685031414032, 0.350303590297699, 0.00042909683543257415, 14.75039291381836, 13.5252046585083]",21.653088092803955,1.0,1.0,0.0,[2.1947818e-03 1.1802085e+01],17
57,"(1, 5)",50,2500,"[4.530623755272245e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.0, 0.09130685031414032, 0.350303590297699, 0.00042909683543257415, 14.75039291381836, 13.5252046585083]",21.653088092803955,1.0,1.0,0.0,[2.1947818e-03 2.4668182e+01],17
57,"(2, 3)",50,2500,"[4.530623755272245e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.0, 0.09130685031414032, 0.350303590297699, 0.00042909683543257415, 14.75039291381836, 13.5252046585083]",21.653088092803955,1.0,1.0,0.0,[1.2036359e-03 6.8493691e-06],16
57,"(2, 4)",50,2500,"[4.530623755272245e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.0, 0.09130685031414032, 0.350303590297699, 0.00042909683543257415, 14.75039291381836, 13.5252046585083]",21.653088092803955,1.0,1.0,0.0,[1.2036359e-03 1.1802085e+01],16
57,"(2, 5)",50,2500,"[4.530623755272245e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.0, 0.09130685031414032, 0.350303590297699, 0.00042909683543257415, 14.75039291381836, 13.5252046585083]",21.653088092803955,1.0,1.0,0.0,[1.2036359e-03 2.4668182e+01],16
57,"(3, 4)",50,2500,"[4.530623755272245e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.0, 0.09130685031414032, 0.350303590297699, 0.00042909683543257415, 14.75039291381836, 13.5252046585083]",21.653088092803955,1.0,1.0,0.0,[6.8493691e-06 1.1802085e+01],16
57,"(3, 5)",50,2500,"[4.530623755272245e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.0, 0.09130685031414032, 0.350303590297699, 0.00042909683543257415, 14.75039291381836, 13.5252046585083]",21.653088092803955,1.0,1.0,0.0,[6.8493691e-06 2.4668182e+01],16
57,"(4, 5)",50,2500,"[4.530623755272245e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.0, 0.09130685031414032, 0.350303590297699, 0.00042909683543257415, 14.75039291381836, 13.5252046585083]",21.653088092803955,1.0,1.0,0.0,[11.802085 24.668182],16
58,"(0, 1)",50,2500,"[0.0074942163191735744, 0.02019326202571392, 0.004246413242071867, 0.005000000353902578]","[31.47796630859375, 16.0, 25.63127899169922, 15.625005722045898]",3.9936137199401855,1.0,0.4,0.28,[1.6121731e+04 7.4344677e-01],23
58,"(0, 2)",50,2500,"[0.0074942163191735744, 0.02019326202571392, 0.004246413242071867, 0.005000000353902578]","[31.47796630859375, 16.0, 25.63127899169922, 15.625005722045898]",3.9936137199401855,1.0,0.28,0.24,[16121.731 16120.126],15
58,"(0, 3)",50,2500,"[0.0074942163191735744, 0.02019326202571392, 0.004246413242071867, 0.005000000353902578]","[31.47796630859375, 16.0, 25.63127899169922, 15.625005722045898]",3.9936137199401855,1.0,0.41,0.26,[1.6121731e+04 7.4344677e-01],23
58,"(1, 2)",50,2500,"[0.0074942163191735744, 0.02019326202571392, 0.004246413242071867, 0.005000000353902578]","[31.47796630859375, 16.0, 25.63127899169922, 15.625005722045898]",3.9936137199401855,1.0,0.42,0.26,[7.4344677e-01 1.6120126e+04],23
58,"(1, 3)",50,2500,"[0.0074942163191735744, 0.02019326202571392, 0.004246413242071867, 0.005000000353902578]","[31.47796630859375, 16.0, 25.63127899169922, 15.625005722045898]",3.9936137199401855,1.0,0.55,0.28,[0.74344677 0.74344677],13
58,"(2, 3)",50,2500,"[0.0074942163191735744, 0.02019326202571392, 0.004246413242071867, 0.005000000353902578]","[31.47796630859375, 16.0, 25.63127899169922, 15.625005722045898]",3.9936137199401855,1.0,0.43,0.24,[1.6120126e+04 7.4344677e-01],23
60,"(0, 1)",50,2500,"[0.0, 6.84856713633053e-05, 0.0, 0.0018500000005587935]","[4.762235164642334, 19.260000228881836, 13.51002311706543, 16.383174896240234]",31.68697714805603,1.0,1.0,0.0,[1.7265022  0.05052402],19
60,"(0, 2)",50,2500,"[0.0, 6.84856713633053e-05, 0.0, 0.0018500000005587935]","[4.762235164642334, 19.260000228881836, 13.51002311706543, 16.383174896240234]",31.68697714805603,1.0,1.0,0.0,[1.7265022 4.892277 ],19
60,"(0, 3)",50,2500,"[0.0, 6.84856713633053e-05, 0.0, 0.0018500000005587935]","[4.762235164642334, 19.260000228881836, 13.51002311706543, 16.383174896240234]",31.68697714805603,1.0,1.0,0.0,[ 1.7265022 30.21368  ],19
60,"(1, 2)",50,2500,"[0.0, 6.84856713633053e-05, 0.0, 0.0018500000005587935]","[4.762235164642334, 19.260000228881836, 13.51002311706543, 16.383174896240234]",31.68697714805603,1.0,1.0,0.0,[0.05052402 4.892277  ],19
60,"(1, 3)",50,2500,"[0.0, 6.84856713633053e-05, 0.0, 0.0018500000005587935]","[4.762235164642334, 19.260000228881836, 13.51002311706543, 16.383174896240234]",31.68697714805603,1.0,1.0,0.0,[ 0.05052402 30.21368   ],19
60,"(2, 3)",50,2500,"[0.0, 6.84856713633053e-05, 0.0, 0.0018500000005587935]","[4.762235164642334, 19.260000228881836, 13.51002311706543, 16.383174896240234]",31.68697714805603,1.0,1.0,0.0,[ 4.892277 30.21368 ],19
65,"(0, 1)",50,2500,"[5.338732989912387e-06, 0.0, 0.0, 0.0, 0.0012869165511801839, 0.018208473920822144, 0.00010053162986878306, 0.0]","[0.0248663779348135, 0.0010778408031910658, 0.01471051387488842, 0.0007885013474151492, 11.620220184326172, 12.38725757598877, 0.3461219370365143, 0.659080982208252]",3.9999923706054688,1.0,1.0,0.0,[1.5948899e-08 6.0390448e-10],28
